timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
120,0.0,5
136,1.0,12
160,0.0,5
168,1.0,16
176,0.0,5
200,0.0,5
208,0.0,5
216,0.0,5
240,0.0,3
240,0.0,5
248,2.0,21
248,2.0,21
264,0.0,3
272,0.0,3
280,0.0,5
288,0.0,5
296,0.0,3
296,4.0,37
304,0.0,5
312,2.0,29
312,2.0,29
312,0.0,3
320,0.0,5
336,0.0,3
336,0.0,5
344,0.0,5
352,0.0,5
352,0.0,5
360,0.0,5
376,0.0,5
376,0.0,3
384,0.0,5
392,1.0,12
400,0.0,5
416,0.0,5
416,0.0,5
424,0.0,5
440,0.0,5
448,1.0,14
456,0.0,5
480,0.0,5
488,1.0,17
488,0.0,5
496,0.0,5
520,1.0,16
520,0.0,5
520,0.0,3
528,0.0,5
536,4.0,41
536,1.0,14
560,0.0,5
560,0.0,5
560,0.0,5
568,0.0,5
576,0.0,5
576,0.0,5
584,2.0,21
600,0.0,5
600,0.0,5
608,0.0,5
616,0.0,5
616,0.0,5
624,1.0,17
624,0.0,5
640,0.0,5
640,0.0,3
656,0.0,5
680,0.0,5
680,0.0,5
696,0.0,5
704,0.0,3
720,1.0,15
720,0.0,5
720,1.0,12
736,0.0,5
744,0.0,3
744,0.0,3
744,0.0,5
760,0.0,5
776,0.0,5
784,0.0,5
784,0.0,5
784,0.0,5
792,2.0,23
800,0.0,5
816,2.0,24
816,0.0,5
824,0.0,5
824,0.0,5
832,0.0,5
856,0.0,5
856,0.0,5
864,0.0,5
864,0.0,5
880,1.0,12
888,4.0,41
896,0.0,5
896,0.0,5
912,1.0,10
920,0.0,5
928,1.0,16
936,0.0,5
968,0.0,5
976,0.0,5
992,1.0,16
992,1.0,16
1008,0.0,5
1008,1.0,15
1008,1.0,14
1032,0.0,5
1032,0.0,5
1048,0.0,5
1048,0.0,5
1088,0.0,5
1088,0.0,5
1088,1.0,14
1128,0.0,5
1128,0.0,5
1128,0.0,5
1128,1.0,12
1144,1.0,17
1152,0.0,3
1160,1.0,16
1168,0.0,5
1184,0.0,3
1192,0.0,5
1192,3.0,34
1224,0.0,5
1232,0.0,5
1240,4.0,41
1248,1.0,15
1264,1.0,12
1264,0.0,3
1272,0.0,3
