timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
104,0.0,3
104,0.0,3
120,0.0,5
120,0.0,5
120,0.0,5
120,0.0,5
136,1.0,12
144,0.0,5
144,0.0,5
160,0.0,5
160,0.0,5
160,0.0,5
168,1.0,16
184,0.0,5
184,0.0,5
200,0.0,5
200,0.0,5
216,1.0,12
224,0.0,5
240,0.0,5
240,0.0,5
248,0.0,3
256,0.0,5
288,0.0,5
304,1.0,17
312,2.0,22
328,0.0,3
328,0.0,5
352,2.0,24
352,1.0,14
352,0.0,5
368,0.0,5
392,0.0,5
432,3.0,31
432,0.0,5
456,2.0,27
472,0.0,5
472,1.0,15
496,0.0,5
512,0.0,5
512,0.0,5
528,1.0,12
544,3.0,36
552,2.0,23
552,0.0,5
568,0.0,5
584,2.0,29
592,0.0,5
592,0.0,3
616,1.0,15
632,0.0,5
656,0.0,5
664,1.0,15
680,1.0,12
680,2.0,21
688,4.0,45
704,0.0,5
712,1.0,15
720,0.0,5
720,2.0,21
728,0.0,5
752,0.0,5
760,0.0,5
784,1.0,16
792,0.0,5
800,0.0,5
800,1.0,12
808,0.0,3
816,2.0,23
832,0.0,5
856,0.0,5
856,1.0,16
880,0.0,3
896,0.0,5
896,1.0,12
904,2.0,28
920,0.0,5
928,1.0,16
936,1.0,16
936,0.0,5
936,0.0,5
944,2.0,28
944,0.0,5
944,0.0,3
960,0.0,3
968,0.0,5
976,0.0,5
984,0.0,5
1000,0.0,5
1016,2.0,23
1016,0.0,5
1024,0.0,5
1040,0.0,5
1056,0.0,5
1064,0.0,3
1064,1.0,15
1064,0.0,5
1080,0.0,3
1080,1.0,17
1104,0.0,5
1104,2.0,21
1104,0.0,5
1144,0.0,5
1176,2.0,26
1176,1.0,12
1176,1.0,14
1200,1.0,12
1200,1.0,15
1200,0.0,3
1200,0.0,3
1216,0.0,5
1224,0.0,3
1240,0.0,5
1240,0.0,5
1240,1.0,17
1264,0.0,5
1272,1.0,16
1280,0.0,5
1280,0.0,5
1304,0.0,5
1312,0.0,5
1320,0.0,5
1320,0.0,5
1328,1.0,16
1336,1.0,15
1336,1.0,12
1344,0.0,5
1344,4.0,41
1352,0.0,5
1352,0.0,3
