timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
120,0.0,5
120,0.0,5
120,0.0,5
120,0.0,5
120,0.0,5
160,0.0,5
160,0.0,5
160,0.0,5
160,0.0,5
200,0.0,5
232,1.0,14
240,0.0,5
248,2.0,21
272,0.0,5
272,1.0,14
272,0.0,3
272,1.0,14
288,1.0,16
312,0.0,5
312,0.0,5
312,0.0,5
328,0.0,5
328,3.0,36
352,0.0,5
352,0.0,5
352,0.0,5
368,0.0,5
376,0.0,3
400,1.0,16
408,3.0,41
408,0.0,5
408,2.0,21
424,0.0,3
432,0.0,3
440,1.0,14
448,0.0,5
464,0.0,5
464,1.0,14
464,1.0,14
472,0.0,5
472,1.0,12
480,0.0,5
488,0.0,3
504,0.0,5
504,0.0,5
512,0.0,5
512,0.0,5
528,0.0,5
528,1.0,15
544,0.0,5
544,0.0,5
544,1.0,12
552,0.0,5
568,0.0,5
568,0.0,5
584,0.0,5
584,0.0,5
584,0.0,5
600,1.0,15
608,0.0,5
624,0.0,5
624,0.0,3
624,0.0,5
640,1.0,16
664,1.0,14
680,1.0,14
704,0.0,5
712,1.0,16
720,0.0,5
720,1.0,12
744,0.0,5
752,1.0,16
760,0.0,5
776,1.0,17
784,0.0,5
792,2.0,21
792,0.0,5
800,0.0,5
808,1.0,12
816,0.0,3
816,0.0,3
816,0.0,5
824,0.0,5
840,0.0,5
848,0.0,5
856,1.0,17
856,0.0,5
856,0.0,5
864,0.0,5
880,3.0,34
880,0.0,5
896,0.0,5
896,0.0,5
920,0.0,5
920,0.0,5
936,0.0,5
936,0.0,5
936,1.0,15
976,0.0,5
976,0.0,5
984,1.0,17
984,1.0,16
992,1.0,16
1016,0.0,5
1024,0.0,5
1024,0.0,5
1032,0.0,5
1048,1.0,16
1056,1.0,17
1072,0.0,5
1088,0.0,5
1096,0.0,5
1112,0.0,5
1120,0.0,3
1128,2.0,24
1128,1.0,14
1128,0.0,5
1136,1.0,14
1152,1.0,16
1152,0.0,3
1152,0.0,5
1160,0.0,5
1168,0.0,5
1176,0.0,5
1192,0.0,5
1192,0.0,5
1200,0.0,3
1200,0.0,5
1208,0.0,5
1224,1.0,12
1232,0.0,5
