timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
120,0.0,5
120,0.0,5
120,0.0,5
128,1.0,16
136,1.0,12
160,0.0,5
160,0.0,5
160,0.0,5
168,0.0,5
176,0.0,5
192,1.0,14
200,0.0,5
200,0.0,5
216,0.0,5
232,2.0,24
232,0.0,5
240,0.0,5
240,0.0,5
248,2.0,21
256,0.0,3
256,0.0,5
264,0.0,3
272,0.0,5
280,0.0,5
288,0.0,5
288,1.0,16
296,0.0,5
304,1.0,17
304,0.0,5
312,0.0,5
328,0.0,3
336,0.0,5
344,0.0,5
352,0.0,5
368,0.0,3
376,0.0,5
384,1.0,16
392,1.0,14
408,1.0,15
408,0.0,5
424,0.0,5
448,0.0,5
464,1.0,17
464,0.0,5
480,1.0,16
488,1.0,14
488,0.0,5
504,0.0,5
528,0.0,5
528,1.0,17
536,1.0,16
560,1.0,12
576,0.0,5
576,3.0,36
600,0.0,5
600,1.0,12
616,0.0,5
616,0.0,5
616,1.0,17
640,0.0,5
648,1.0,15
656,0.0,5
656,2.0,21
656,0.0,5
656,0.0,5
664,1.0,17
680,0.0,3
680,0.0,5
688,0.0,5
696,0.0,5
704,0.0,5
712,1.0,14
720,0.0,5
720,0.0,5
728,0.0,5
744,0.0,5
744,0.0,3
752,0.0,5
784,1.0,16
784,0.0,5
784,1.0,16
784,0.0,5
792,0.0,5
816,1.0,12
824,0.0,5
824,0.0,5
824,0.0,5
832,0.0,5
840,1.0,14
840,0.0,3
864,0.0,3
864,0.0,5
864,0.0,3
864,0.0,5
872,0.0,5
872,2.0,22
896,0.0,3
896,1.0,14
904,0.0,5
904,0.0,5
904,0.0,5
912,0.0,5
936,0.0,5
936,1.0,14
944,0.0,5
944,0.0,5
976,0.0,5
984,0.0,5
984,0.0,5
1000,1.0,12
1016,0.0,5
1024,1.0,16
1024,0.0,3
1024,0.0,5
1032,1.0,15
1048,2.0,23
1056,0.0,5
1064,0.0,5
1064,0.0,5
1072,0.0,5
1072,1.0,17
1088,0.0,5
1104,0.0,5
1112,0.0,5
1112,0.0,5
1128,0.0,5
1144,0.0,5
1152,1.0,16
1152,0.0,5
1152,0.0,5
1168,2.0,23
1168,0.0,5
1184,0.0,5
1184,1.0,16
