timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
64,0.0,3
64,0.0,3
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
88,0.0,3
104,0.0,5
120,0.0,5
120,0.0,5
120,0.0,5
128,1.0,16
128,0.0,5
128,0.0,3
136,1.0,12
152,0.0,3
160,0.0,5
160,0.0,3
160,0.0,5
168,0.0,5
168,0.0,5
192,0.0,5
200,0.0,5
200,0.0,5
200,1.0,15
208,0.0,5
208,0.0,5
224,0.0,3
240,0.0,5
240,0.0,5
248,0.0,5
264,0.0,5
280,0.0,5
288,0.0,3
320,0.0,5
320,1.0,14
328,2.0,21
336,1.0,12
344,0.0,3
352,2.0,20
360,0.0,5
368,0.0,5
376,1.0,16
392,0.0,5
416,1.0,16
432,0.0,5
432,1.0,12
432,3.0,39
456,0.0,5
456,0.0,3
456,0.0,3
472,1.0,16
480,0.0,3
480,0.0,3
496,0.0,3
512,1.0,17
520,0.0,5
520,0.0,5
536,2.0,21
536,0.0,5
544,2.0,23
552,1.0,15
552,0.0,5
560,0.0,5
560,0.0,5
576,0.0,5
576,0.0,5
584,0.0,5
584,0.0,3
608,0.0,3
624,0.0,5
648,1.0,12
648,0.0,5
672,0.0,3
688,0.0,5
688,1.0,14
696,1.0,15
728,0.0,5
728,0.0,5
736,2.0,23
744,2.0,23
760,0.0,3
768,0.0,5
784,4.0,41
792,2.0,21
792,0.0,3
800,0.0,5
824,1.0,12
824,0.0,5
832,0.0,5
832,0.0,5
840,1.0,12
864,2.0,24
864,0.0,3
864,0.0,5
872,0.0,5
872,0.0,5
888,0.0,3
904,0.0,5
904,0.0,5
912,0.0,5
912,0.0,5
920,2.0,28
920,1.0,15
928,0.0,5
944,0.0,5
952,0.0,5
952,0.0,5
960,0.0,5
960,0.0,5
968,0.0,5
984,0.0,5
992,0.0,5
992,0.0,5
1000,0.0,5
1000,0.0,5
1008,2.0,23
1008,0.0,5
1024,0.0,3
1024,0.0,5
1032,0.0,5
1040,0.0,5
1048,0.0,5
1064,0.0,5
1072,2.0,21
1072,0.0,3
1096,0.0,3
1104,0.0,5
1104,1.0,12
1112,0.0,5
1120,1.0,16
1136,0.0,5
1136,1.0,14
1144,1.0,14
1144,0.0,5
1152,1.0,14
1160,0.0,5
1176,0.0,5
1184,0.0,5
