timesteps,reward,episode_length
1008,0.0,126
1088,0.0,136
1168,0.0,146
1400,1.0,175
1400,1.0,175
1424,1.0,178
1496,1.0,187
1680,2.0,210
2520,1.0,179
2520,1.0,169
2552,0.0,144
2880,1.0,182
2992,1.0,164
3096,2.0,200
3352,4.0,293
3400,3.0,250
3952,1.0,179
4160,2.0,205
4200,1.0,165
4248,2.0,212
4424,0.0,134
4440,1.0,181
5008,2.0,201
5024,3.0,241
5368,1.0,177
5464,0.0,130
5496,1.0,162
5784,2.0,192
5824,1.0,173
5848,2.0,211
6184,0.0,145
6784,1.0,165
6864,1.0,171
6912,0.0,141
7136,1.0,164
7136,4.0,266
7312,3.0,243
7368,1.0,190
7840,2.0,207
8240,0.0,138
8256,0.0,140
8296,1.0,179
8432,0.0,133
8856,3.0,259
9072,3.0,270
9216,1.0,172
9320,0.0,135
9408,0.0,139
9408,3.0,262
9688,1.0,157
10272,1.0,177
10744,4.0,311
10856,1.0,192
10896,2.0,210
10984,1.0,162
11000,2.0,199
11248,4.0,272
11272,0.0,125
11600,4.0,274
12032,0.0,161
12032,0.0,142
12088,0.0,154
12240,0.0,157
12744,1.0,218
13160,0.0,195
13864,0.0,324
13960,4.0,339
14080,1.0,249
14104,0.0,233
14112,2.0,260
14824,1.0,349
15312,0.0,181
15440,3.0,337
15664,1.0,313
15816,1.0,214
16072,3.0,264
16288,1.0,183
16368,0.0,132
16432,3.0,294
16768,0.0,138
16856,5.0,343
16984,1.0,193
17000,0.0,148
17776,1.0,186
17952,2.0,198
18032,2.0,200
18168,2.0,262
18624,2.0,221
18856,0.0,135
18968,3.0,248
18992,3.0,249
19384,3.0,327
19552,2.0,200
19856,0.0,125
19904,2.0,234
19936,2.0,221
19976,0.0,126
20208,1.0,152
20456,3.0,229
20608,1.0,153
20856,0.0,125
21048,1.0,187
21240,0.0,129
21464,0.0,126
21600,3.0,212
21800,3.0,233
21880,0.0,128
21952,1.0,247
22080,0.0,129
22240,0.0,125
22280,1.0,209
22472,0.0,126
22608,0.0,126
22912,0.0,139
22984,0.0,129
23016,0.0,142
23080,0.0,125
23336,0.0,137
23384,0.0,138
23472,0.0,125
23624,0.0,127
24096,0.0,127
24104,0.0,136
24352,0.0,127
24520,0.0,142
24640,0.0,127
24920,3.0,251
25120,0.0,127
25464,0.0,139
25640,0.0,125
25656,0.0,142
25776,2.0,210
25976,1.0,313
26128,0.0,126
26176,3.0,399
26472,0.0,126
26664,0.0,126
26784,0.0,126
26800,2.0,235
27024,1.0,173
27176,0.0,131
27184,0.0,126
27880,0.0,137
27896,0.0,137
28208,0.0,128
28280,2.0,288
28600,2.0,266
28640,3.0,247
28952,1.0,241
29184,2.0,251
29200,0.0,124
29280,0.0,125
29600,0.0,125
29736,0.0,137
29856,3.0,247
29888,3.0,249
30760,0.0,128
30784,2.0,200
30824,3.0,234
30928,0.0,130
30936,2.0,207
30968,1.0,171
31184,3.0,248
31808,0.0,128
31832,0.0,126
31928,0.0,125
32008,3.0,269
32056,0.0,136
32232,0.0,131
32440,2.0,210
32816,0.0,126
32824,0.0,124
33416,1.0,310
33832,2.0,200
34328,2.0,236
34416,2.0,200
34472,5.0,302
34512,0.0,137
34728,2.0,340
34800,3.0,247
35440,0.0,128
35464,0.0,142
35528,1.0,450
35840,0.0,130
36048,3.0,277
36072,1.0,200
36336,2.0,228
36456,2.0,216
36472,0.0,129
36496,0.0,129
36536,0.0,126
37224,0.0,144
37496,0.0,128
37840,3.0,250
38040,3.0,249
38080,2.0,203
38088,2.0,199
38280,0.0,132
38336,3.0,250
38512,0.0,127
38592,3.0,257
38832,0.0,124
39112,0.0,128
39120,0.0,130
39304,0.0,128
39344,0.0,126
39416,1.0,172
39760,0.0,156
40168,0.0,131
40192,0.0,135
40360,2.0,221
40504,0.0,136
40520,0.0,147
40520,0.0,152
40776,0.0,127
40944,3.0,264
41288,0.0,140
41512,0.0,165
41512,0.0,144
41792,1.0,159
41800,0.0,162
41800,1.0,160
42032,0.0,157
42632,2.0,211
42856,0.0,132
43272,3.0,248
43576,2.0,258
43576,1.0,193
43728,3.0,242
43848,3.0,256
43888,0.0,129
44056,1.0,178
44304,4.0,349
44392,0.0,140
44648,0.0,134
44848,0.0,159
44856,0.0,141
45080,0.0,154
45416,1.0,191
45536,0.0,143
45736,2.0,210
45960,2.0,207
46568,0.0,129
46712,3.0,258
46752,2.0,238
46832,2.0,247
46880,0.0,143
47000,0.0,130
47024,2.0,201
47656,0.0,136
47856,0.0,138
47952,3.0,359
48104,0.0,135
48768,0.0,139
48912,3.0,254
48976,0.0,140
49176,0.0,134
49328,6.0,327
49384,1.0,179
49688,2.0,357
49824,2.0,353
49928,0.0,127
50352,0.0,128
50768,3.0,250
50816,0.0,124
50824,2.0,206
50832,0.0,143
50968,2.0,198
51000,3.0,253
51032,0.0,138
51360,0.0,126
51784,0.0,127
51816,0.0,125
51832,0.0,125
52024,0.0,128
52056,0.0,128
52608,2.0,223
52832,0.0,127
52896,0.0,139
52960,3.0,249
53048,0.0,128
53128,0.0,162
53160,0.0,138
53624,1.0,283
54160,0.0,129
54376,1.0,193
54408,1.0,225
54416,1.0,190
55192,2.0,254
55272,0.0,139
55280,1.0,279
55280,3.0,290
55464,0.0,132
55680,3.0,257
55856,1.0,180
55880,1.0,188
56648,0.0,148
56736,1.0,193
56736,1.0,182
56832,1.0,194
57672,2.0,249
57816,0.0,135
57872,0.0,142
57912,3.0,257
58056,3.0,272
58104,3.0,354
58128,1.0,185
58288,1.0,182
58920,0.0,138
58976,0.0,133
59152,0.0,137
59288,1.0,177
59688,1.0,175
59696,2.0,196
59832,2.0,270
59912,0.0,124
60056,2.0,244
60120,0.0,143
60760,0.0,134
61064,0.0,126
61064,2.0,222
61272,0.0,144
61352,2.0,207
61440,2.0,201
62024,3.0,359
