timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
120,0.0,5
128,1.0,16
152,1.0,14
168,0.0,5
168,1.0,16
192,0.0,5
192,0.0,3
192,1.0,14
200,0.0,4
232,0.0,5
232,0.0,5
232,0.0,5
240,0.0,5
248,1.0,16
272,2.0,24
272,0.0,5
272,0.0,5
272,0.0,5
280,0.0,5
288,0.0,5
312,3.0,34
312,0.0,5
312,0.0,5
312,0.0,5
320,0.0,5
328,3.0,36
328,0.0,5
336,0.0,3
352,0.0,5
352,0.0,5
360,0.0,3
360,0.0,5
368,0.0,5
368,0.0,5
384,0.0,3
392,0.0,5
400,1.0,16
400,0.0,5
408,0.0,5
424,0.0,5
424,1.0,14
440,0.0,5
448,0.0,3
464,0.0,5
480,0.0,5
488,0.0,5
496,1.0,16
504,0.0,5
512,2.0,20
520,1.0,16
520,0.0,5
528,1.0,15
536,1.0,17
536,0.0,5
552,0.0,5
560,0.0,5
560,0.0,5
568,0.0,5
576,0.0,5
576,0.0,3
576,0.0,5
608,0.0,5
616,1.0,14
616,0.0,5
616,0.0,5
616,0.0,5
624,1.0,17
640,0.0,3
640,0.0,3
656,0.0,5
664,0.0,5
680,0.0,5
680,0.0,5
688,1.0,16
704,1.0,12
712,0.0,3
720,0.0,5
728,1.0,14
744,0.0,5
744,2.0,23
760,0.0,5
768,1.0,14
776,1.0,14
784,0.0,5
792,1.0,14
800,0.0,5
824,1.0,12
824,0.0,5
832,0.0,5
840,0.0,5
840,1.0,16
864,1.0,12
880,0.0,5
880,0.0,5
888,0.0,3
904,1.0,16
920,0.0,5
920,0.0,5
928,0.0,5
944,0.0,5
952,1.0,15
960,0.0,5
960,0.0,5
960,1.0,17
984,0.0,3
984,0.0,3
992,0.0,5
1000,0.0,5
1008,2.0,23
1016,3.0,34
1024,0.0,5
1024,0.0,5
1032,0.0,5
1048,0.0,3
1048,0.0,5
1056,0.0,5
1064,1.0,15
1072,0.0,3
1072,0.0,3
1096,0.0,5
1096,2.0,21
1104,0.0,5
1112,1.0,14
1112,0.0,5
1112,0.0,5
1120,0.0,3
1136,1.0,14
1144,0.0,5
1152,0.0,5
1152,0.0,5
1160,1.0,16
1160,0.0,5
1176,0.0,5
1192,0.0,5
1200,0.0,5
