timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
120,0.0,5
120,0.0,5
120,0.0,5
120,0.0,5
128,1.0,16
152,1.0,14
152,1.0,14
152,0.0,3
152,1.0,14
160,0.0,5
160,0.0,5
176,0.0,3
192,0.0,5
192,0.0,5
200,0.0,5
200,0.0,5
216,0.0,3
216,0.0,5
216,0.0,3
216,1.0,12
232,1.0,14
240,0.0,5
240,0.0,5
256,0.0,5
256,0.0,5
272,0.0,5
280,0.0,5
280,0.0,5
288,1.0,17
296,0.0,5
296,0.0,5
312,0.0,5
320,0.0,5
328,0.0,5
336,0.0,5
352,1.0,17
352,0.0,5
368,0.0,5
392,0.0,5
392,1.0,14
392,2.0,22
408,1.0,14
432,0.0,5
432,0.0,5
432,0.0,5
432,1.0,12
432,0.0,3
448,1.0,16
464,1.0,14
472,0.0,5
472,0.0,5
472,0.0,5
472,0.0,5
488,0.0,5
496,1.0,16
504,0.0,5
512,0.0,5
512,0.0,5
512,0.0,5
528,0.0,5
536,0.0,5
536,0.0,3
536,0.0,3
544,0.0,5
552,0.0,5
576,0.0,5
576,0.0,5
584,0.0,5
592,0.0,5
600,2.0,21
600,0.0,3
616,0.0,5
624,0.0,5
632,0.0,5
640,0.0,5
640,1.0,14
656,0.0,5
656,0.0,3
664,0.0,5
680,0.0,5
680,0.0,5
680,2.0,26
696,0.0,5
696,0.0,5
720,0.0,5
720,0.0,5
720,0.0,5
728,1.0,16
736,0.0,5
736,0.0,5
744,2.0,26
760,0.0,5
760,0.0,5
768,0.0,5
776,0.0,5
784,0.0,5
792,1.0,16
800,0.0,5
808,0.0,3
808,0.0,5
816,0.0,5
840,0.0,5
848,0.0,5
848,0.0,5
856,1.0,17
856,0.0,5
872,0.0,3
880,0.0,5
888,0.0,5
888,1.0,12
896,0.0,5
896,0.0,5
904,2.0,21
912,0.0,5
920,0.0,5
928,0.0,5
928,2.0,21
928,0.0,5
936,0.0,5
936,0.0,5
944,0.0,5
952,0.0,5
968,0.0,5
968,0.0,5
976,0.0,5
992,0.0,5
1008,0.0,5
1048,0.0,5
1056,1.0,16
1064,1.0,16
1064,1.0,15
1072,0.0,3
1088,1.0,15
1088,0.0,3
1096,0.0,5
1104,0.0,5
1112,0.0,5
