timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
64,0.0,3
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
80,0.0,5
104,0.0,5
120,0.0,5
120,0.0,5
120,0.0,5
144,0.0,5
160,0.0,5
160,0.0,5
160,0.0,5
168,1.0,16
176,1.0,12
200,0.0,5
200,0.0,3
200,0.0,5
208,0.0,5
224,0.0,3
240,0.0,5
240,0.0,5
248,0.0,5
256,1.0,14
264,0.0,5
264,2.0,23
272,1.0,14
280,0.0,5
288,0.0,5
304,0.0,5
304,0.0,5
312,3.0,34
312,0.0,5
328,0.0,5
344,0.0,5
352,0.0,5
352,1.0,12
368,0.0,5
392,0.0,5
392,0.0,5
408,2.0,21
408,0.0,5
416,1.0,14
432,0.0,5
440,1.0,16
448,0.0,5
448,2.0,21
448,0.0,5
456,0.0,5
472,0.0,3
472,0.0,5
480,0.0,5
488,0.0,5
488,0.0,5
504,0.0,3
512,0.0,5
512,0.0,5
528,1.0,17
528,0.0,5
528,0.0,3
528,0.0,5
528,2.0,23
552,0.0,5
552,0.0,3
568,0.0,5
568,0.0,5
568,0.0,5
568,0.0,5
576,1.0,15
592,0.0,5
592,0.0,5
608,0.0,5
608,1.0,12
616,0.0,5
632,0.0,5
632,0.0,5
648,0.0,5
656,0.0,5
672,0.0,5
672,0.0,5
680,1.0,14
688,0.0,5
704,0.0,3
712,0.0,5
712,0.0,5
712,0.0,3
744,0.0,5
752,0.0,5
752,2.0,23
752,0.0,5
768,1.0,14
784,0.0,5
792,0.0,5
792,0.0,3
792,0.0,5
792,2.0,23
792,0.0,5
800,2.0,29
824,0.0,5
832,0.0,5
832,0.0,5
832,0.0,5
832,0.0,5
840,0.0,5
840,1.0,16
872,0.0,5
872,0.0,5
872,0.0,5
880,0.0,5
912,0.0,5
912,0.0,5
920,1.0,12
944,0.0,3
944,1.0,14
952,0.0,5
952,0.0,5
960,1.0,15
976,1.0,12
984,0.0,5
992,0.0,5
992,0.0,5
1016,0.0,5
1024,0.0,5
1032,0.0,5
1056,1.0,12
1064,0.0,5
1072,1.0,16
1072,0.0,5
1080,3.0,36
1096,0.0,5
1112,0.0,5
1120,0.0,5
1128,1.0,14
1136,0.0,5
1152,0.0,5
1160,2.0,21
1160,0.0,3
1160,0.0,5
